"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"In Your Dreams","tt0134741","http://www.imdb.com/title/tt0134741/",NA,"8.3","73",NA," 14 December 1997
(UK)
","Drama",NA,NA,"73",NA,"Ol Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
    Sound Mix:
        Stereo
    ","NA","0"
"Waiting for Guffman","tt0118111","http://www.imdb.com/title/tt0118111/","1996","7.6","22180","84"," 31 January 1997
(USA)
","Comedy",NA,NA,"22180","50","Christopher Guest","/name/nm0506405","/name/nm0506405/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000000","USD","37990","USD","2892582","USD","0"
"Gotti","tt0116441","http://www.imdb.com/title/tt0116441/",NA,"7.3","4348","116"," 17 August 1996
(USA)
","Biography","Crime","Drama","4348",NA,"Drama","/name/nm0615960","/name/nm0615960/",NA,"/title/tt0116441/releaseinfo","/title/tt0116441/releaseinfo",NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","3"
"Tin Cup","tt0117918","http://www.imdb.com/title/tt0117918/","1996","6.3","36102","135"," 16 August 1996
(USA)
","Comedy","Drama","Romance","36102","48","John Norville","/name/nm0005421","/name/nm0005421/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $10,128,834        

      (USA)
      (16 August 1996)
    ",NA,"
    Gross:        $53,854,588        

      (USA)
      (22 November 1996)
    ",NA,"
    See more »
  ","NA","1"
"Bordello of Blood","tt0117826","http://www.imdb.com/title/tt0117826/","1996","5.2","10173","87"," 16 August 1996
(USA)
","Horror","Comedy",NA,"10173",NA,"William M. Gaines","/name/nm0301362","/name/nm0301362/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $2,634,170        

      (USA)
      (16 August 1996)
    ",NA,"
    Gross:        $5,587,855        

      (USA)
      (6 September 1996)
    ",NA,"
    See more »
  ","NA","0"
"The Fan","tt0116277","http://www.imdb.com/title/tt0116277/","1996","5.8","36821","116"," 16 August 1996
(USA)
","Action","Drama","Sport","36821","47","Tony Scott",NA,NA,"Robert De Niro","nm0000134","/name/nm0000134/","Wesley Snipes","nm0000648","/name/nm0000648/","Ellen Barkin","nm0000289","/name/nm0000289/","
    Opening Weekend:         $6,271,406        

      (USA)
      (16 August 1996)
    ",NA,"
    Gross:        JPY 488,949,200        

      (Japan)
      (29 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"Alaska","tt0115493","http://www.imdb.com/title/tt0115493/","1996","5.7","4118","109"," 14 August 1996
(USA)
","Adventure","Family",NA,"4118",NA,"Andy Burg","/name/nm0121106","/name/nm0121106/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,801,250        

      (USA)
      (16 August 1996)
    ",NA,"
    Gross:        $11,567,023        

      (USA)
      (15 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"House Arrest","tt0116571","http://www.imdb.com/title/tt0116571/","1996","5.7","6303","108"," 14 August 1996
(USA)
","Comedy","Family",NA,"6303",NA,"Michael Hitchcock","/name/nm0386871","/name/nm0386871/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $6,970,578        

      (USA)
      (18 October 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Basquiat","tt0115632","http://www.imdb.com/title/tt0115632/","1996","6.9","15045","108"," 9 August 1996
(USA)
","Biography","Drama",NA,"15045","38","Lech Majewski","/name/nm0538107","/name/nm0538107/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3300000","USD","83863","USD","
    Gross:        ITL 780,048,000        

      (Italy)
      (6 June 1997)
    ","NA","0"
"Jack","tt0116669","http://www.imdb.com/title/tt0116669/","1996","5.7","44522","113"," 9 August 1996
(USA)
","Comedy","Drama","Fantasy","44522","41","Francis Ford Coppola",NA,NA,"Robin Williams","nm0000245","/name/nm0000245/","Diane Lane","nm0000178","/name/nm0000178/","Brian Kerwin","nm0450116","/name/nm0450116/","
    Opening Weekend:         $11,191,496        

      (USA)
      (9 August 1996)
    ",NA,"
    Gross:        $58,586,889        

      (USA)
      (10 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"Escape from L.A.","tt0116225","http://www.imdb.com/title/tt0116225/","1996","5.6","50141","101"," 9 August 1996
(USA)
","Action","Adventure","Sci-Fi","50141",NA,"John Carpenter",NA,NA,"Kurt Russell","nm0000621","/name/nm0000621/","Steve Buscemi","nm0000114","/name/nm0000114/","Stacy Keach","nm0005078","/name/nm0005078/","50000000","USD","8912557","USD","
    Gross:        JPY 131,401,000        

      (Japan)
      (6 December 1996)
    ","NA","0"
"Chain Reaction","tt0115857","http://www.imdb.com/title/tt0115857/","1996","5.5","38529","107"," 2 August 1996
(USA)
","Action","Drama","Sci-Fi","38529",NA,"Arne Schmidt","/name/nm0780622","/name/nm0780622/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $7,546,000        

      (USA)
      (2 August 1996)
    ",NA,"
    Gross:        ITL 3,544,552,000        

      (Italy)
      (13 December 1996)
    ",NA,"
    See more »
  ","NA","0"
"Matilda","tt0117008","http://www.imdb.com/title/tt0117008/","1996","6.8","81346","102"," 2 August 1996
(USA)
","Comedy","Fantasy",NA,"81346",NA,"Danny DeVito","/name/nm0000362","/name/nm0000362/","Danny DeVito","nm0000362","/name/nm0000362/","Rhea Perlman","nm0674231","/name/nm0674231/","Mara Wilson","nm0933798","/name/nm0933798/","36000000","USD","8209000","USD","
    Gross:        £16,461,008        

      (UK)
      (11 April 1997)
    ","NA","0"
"Joe's Apartment","tt0116707","http://www.imdb.com/title/tt0116707/","1996","5.3","10203","80"," 26 July 1996
(USA)
","Comedy","Fantasy","Musical","10203",NA,"John Payson","/name/nm0668500","/name/nm0668500/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $1,854,000        

      (USA)
      (26 July 1996)
    ",NA,"
    Gross:        $4,611,624        

      (USA)
      (6 September 1996)
    ",NA,"
    See more »
  ","NA","0"
"The Adventures of Pinocchio","tt0115472","http://www.imdb.com/title/tt0115472/","1996","5.3","3944","96"," 26 July 1996
(USA)
","Fantasy","Family","Adventure","3944",NA,"Sherry Mills","/name/nm0006625","/name/nm0006625/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,832,000        

      (USA)
      (26 July 1996)
    ",NA,"
    Gross:        JPY 132,354,100        

      (Japan)
      (17 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"Kingpin","tt0116778","http://www.imdb.com/title/tt0116778/","1996","6.9","60600","113"," 26 July 1996
(USA)
","Comedy","Sport",NA,"60600","62","Bobby Farrelly","/name/nm0268370","/name/nm0268370/","Woody Harrelson","nm0000437","/name/nm0000437/","Randy Quaid","nm0001642","/name/nm0001642/","Bill Murray","nm0000195","/name/nm0000195/","
    Opening Weekend:         £1,004,340        

      (UK)
      (19 July 1996)
    ",NA,"
    Gross:        $24,944,213        

      (USA)
      (11 October 1996)
    ",NA,"
    See more »
  ","NA","0"
"A Time to Kill","tt0117913","http://www.imdb.com/title/tt0117913/","1996","7.4","92547","149"," 24 July 1996
(USA)
","Crime","Drama","Thriller","92547","69","Joel Schumacher",NA,NA,"Matthew McConaughey","nm0000190","/name/nm0000190/","Sandra Bullock","nm0000113","/name/nm0000113/","Samuel L. Jackson","nm0000168","/name/nm0000168/","
    Opening Weekend:         $19,630,000        

      (USA)
      (26 July 1996)
    ",NA,"
    Gross:        JPY 419,223,800        

      (Japan)
      (24 January 1997)
    ",NA,"
    See more »
  ","NA","1"
"Fled","tt0116320","http://www.imdb.com/title/tt0116320/","1996","5.3","6860","98"," 19 July 1996
(USA)
","Action","Adventure","Crime","6860",NA,"Preston A. Whitmore II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000000","USD","5405000","USD","
    Gross:        ESP 67,599,299        

      (Spain)
    ","NA","0"
"Trainspotting","tt0117951","http://www.imdb.com/title/tt0117951/","1996","8.2","435401","94"," 23 February 1996
(UK)
","Drama",NA,NA,"435401","128","Danny Boyle",NA,NA,"Ewan McGregor","nm0000191","/name/nm0000191/","Ewen Bremner","nm0001971","/name/nm0001971/","Jonny Lee Miller","nm0001538","/name/nm0001538/","3500000","USD","
    Opening Weekend:         £4,703,433        

      (UK)
      (15 March 1996)
    ",NA,"16501785","USD","1"
"The Frighteners","tt0116365","http://www.imdb.com/title/tt0116365/","1996","7.2","65871","110"," 19 July 1996
(USA)
","Comedy","Horror",NA,"65871",NA,"Peter Jackson","/name/nm0001392","/name/nm0001392/","Michael J. Fox","nm0000150","/name/nm0000150/","Trini Alvarado","nm0000746","/name/nm0000746/","Peter Dobson","nm0229930","/name/nm0229930/","30000000","USD","5565000","USD","
    Gross:        DEM 26,052        

      (Germany)
      (2 January 1998)
    ","NA","0"
"Kazaam","tt0116756","http://www.imdb.com/title/tt0116756/","1996","2.8","19270","93"," 17 July 1996
(USA)
","Comedy","Family","Fantasy","19270","17","Paul Michael Glaser","/name/nm0285557","/name/nm0285557/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $7,131,000        

      (USA)
      (19 July 1996)
    ",NA,"
    Gross:        $18,876,581        

      (USA)
      (1 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"Courage Under Fire","tt0115956","http://www.imdb.com/title/tt0115956/","1996","6.6","37413","116"," 12 July 1996
(USA)
","Action","Drama","Mystery","37413","65","Edward Zwick",NA,NA,"Denzel Washington","nm0000243","/name/nm0000243/","Meg Ryan","nm0000212","/name/nm0000212/","Lou Diamond Phillips","nm0001617","/name/nm0001617/","
    Opening Weekend:         $12,501,000        

      (USA)
      (12 July 1996)
    ",NA,"
    Gross:        ITL 1,070,954,000        

      (Italy)
      (14 February 1997)
    ",NA,"
    See more »
  ","NA","0"
"Harriet the Spy","tt0116493","http://www.imdb.com/title/tt0116493/","1996","5.9","7594","100"," 10 July 1996
(USA)
","Family","Comedy","Drama","7594",NA,"Louise Fitzhugh","/name/nm0852430","/name/nm0852430/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $9,580,000        

      (USA)
      (12 July 1996)
    ",NA,"
    Gross:        $26,539,321        

      (USA)
      (8 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"The Typewriter, the Rifle & the Movie Camera","tt0118004","http://www.imdb.com/title/tt0118004/","1996","7.7","270","55"," 28 June 1996
(USA)
","Documentary","Biography",NA,"270",NA,"Adam Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Nutty Professor","tt0117218","http://www.imdb.com/title/tt0117218/","1996","5.6","81163","95"," 28 June 1996
(USA)
","Comedy","Romance","Sci-Fi","81163","55","Tom Shadyac",NA,NA,"Eddie Murphy","nm0000552","/name/nm0000552/","Jada Pinkett Smith","nm0000586","/name/nm0000586/","James Coburn","nm0000336","/name/nm0000336/","54000000","USD","25400000","USD","
    Gross:        £12,139,590        

      (UK)
      (13 December 1996)
    ","NA","1"
"Multiplicity","tt0117108","http://www.imdb.com/title/tt0117108/","1996","5.9","23770","117"," 17 July 1996
(USA)
","Comedy","Romance","Sci-Fi","23770",NA,"Chris Miller","/name/nm0588082","/name/nm0588082/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $5,075,000        

      (USA)
      (19 July 1996)
    ",NA,"
    Gross:        AUD 954,700        

      (Australia)
      (1 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"Independence Day","tt0116629","http://www.imdb.com/title/tt0116629/","1996","6.9","397727","145"," 3 July 1996
(USA)
","Action","Adventure","Sci-Fi","397727","151","Roland Emmerich",NA,NA,"Will Smith","nm0000226","/name/nm0000226/","Bill Pullman","nm0000597","/name/nm0000597/","Jeff Goldblum","nm0000156","/name/nm0000156/","75000000","USD","50200000","USD","
    Gross:        JPY 3,766,488,300        

      (Japan)
      (24 January 1997)
    ","NA","1"
"Striptease","tt0117765","http://www.imdb.com/title/tt0117765/","1996","4.3","33195","115"," 28 June 1996
(USA)
","Comedy","Crime","Drama","33195",NA,"Andrew Bergman",NA,NA,"Demi Moore","nm0000193","/name/nm0000193/","Burt Reynolds","nm0000608","/name/nm0000608/","Armand Assante","nm0000800","/name/nm0000800/","40000000","USD","12300000","USD","
    Gross:        JPY 102,419,500        

      (Japan)
      (15 November 1996)
    ","NA","0"
"Phenomenon","tt0117333","http://www.imdb.com/title/tt0117333/","1996","6.4","61286","123"," 3 July 1996
(USA)
","Drama","Fantasy","Romance","61286","52","Gerald Di Pego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $16,200,000        

      (USA)
      (5 July 1996)
    ",NA,"
    Gross:        JPY 144,935,600        

      (Japan)
      (24 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"Lone Star","tt0116905","http://www.imdb.com/title/tt0116905/","1996","7.6","22333","135"," 21 June 1996
(USA)
","Drama","Mystery",NA,"22333","69","John Sayles","/name/nm0000626","/name/nm0000626/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,845,000        

      (USA)
      (19 July 1996)
    ",NA,"
    Gross:        $13,269,963        

      (USA)
      (10 January 1997)
    ",NA,"
    See more »
  ","NA","1"
"The Hunchback of Notre Dame","tt0116583","http://www.imdb.com/title/tt0116583/","1996","6.9","92997","91"," 21 June 1996
(USA)
","Animation","Drama","Family","92997",NA,"Gary Trousdale","/name/nm0936374","/name/nm0936374/","Demi Moore","nm0000193","/name/nm0000193/","Jason Alexander","nm0004517","/name/nm0004517/","Tom Hulce","nm0001371","/name/nm0001371/","
    Opening Weekend:         £1,143,349        

      (UK)
      (19 July 1996)
    ",NA,"
    Gross:        ITL 27,074,967,000        

      (Italy)
      (3 January 1997)
    ",NA,"
    See more »
  ","NA","1"
"Haunted","tt0113269","http://www.imdb.com/title/tt0113269/","1995","6.3","4985","108"," 18 June 1996
(USA)
","Drama","Horror",NA,"4985",NA,"James Herbert","/name/nm0378562","/name/nm0378562/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Moll Flanders","tt0117071","http://www.imdb.com/title/tt0117071/","1996","6.4","3236","123"," 14 June 1996
(USA)
","Drama","Romance",NA,"3236",NA,"Daniel Defoe","/name/nm0214518","/name/nm0214518/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        ITL 678,078,000        

      (Italy)
      (29 November 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Stealing Beauty","tt0117737","http://www.imdb.com/title/tt0117737/","1996","6.6","19413","118"," 14 June 1996
(USA)
","Drama","Romance",NA,"19413","45","Bernardo Bertolucci","/name/nm0000934","/name/nm0000934/","Jeremy Irons","nm0000460","/name/nm0000460/","Liv Tyler","nm0000239","/name/nm0000239/","Carlo Cecchi","nm0147605","/name/nm0147605/","10000000","USD","103028","USD","
    Gross:        £600,443        

      (UK)
      (13 September 1996)
    ","NA","0"
"Eraser","tt0116213","http://www.imdb.com/title/tt0116213/","1996","6.1","79831","115"," 21 June 1996
(USA)
","Action","Drama","Mystery","79831","78","Chuck Russell",NA,NA,"Arnold Schwarzenegger","nm0000216","/name/nm0000216/","Vanessa Williams","nm0001853","/name/nm0001853/","James Caan","nm0001001","/name/nm0001001/","100000000","USD","24566446","USD","
    Gross:        AUD 5,776,922        

      (Australia)
      (1 November 1996)
    ","NA","1"
"The Cable Guy","tt0115798","http://www.imdb.com/title/tt0115798/","1996","6.0","115669","96"," 14 June 1996
(USA)
","Comedy","Drama",NA,"115669",NA,"Ben Stiller","/name/nm0001774","/name/nm0001774/","Jim Carrey","nm0000120","/name/nm0000120/","Matthew Broderick","nm0000111","/name/nm0000111/","Leslie Mann","nm0005182","/name/nm0005182/","47000000","USD","19806226","USD","60154431","USD","0"
"Emma","tt0116191","http://www.imdb.com/title/tt0116191/","1996","6.8","26038","120"," 30 August 1996
(USA)
","Comedy","Drama","Romance","26038","51","Jane Austen","/name/nm0569790","/name/nm0569790/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6000000","USD","240649","USD","
    Gross:        ITL 109,430,000        

      (Italy)
      (28 March 1997)
    ","NA","1"
"The Rock","tt0117500","http://www.imdb.com/title/tt0117500/","1996","7.4","248005","136"," 7 June 1996
(USA)
","Action","Adventure","Thriller","248005","121","Michael Bay",NA,NA,"Sean Connery","nm0000125","/name/nm0000125/","Nicolas Cage","nm0000115","/name/nm0000115/","Ed Harris","nm0000438","/name/nm0000438/","
    Opening Weekend:         £5,604,935        

      (UK)
      (19 July 1996)
    ",NA,"
    Gross:        $134,006,721        

      (USA)
      (8 November 1996)
    ",NA,"
    See more »
  ","NA","1"
"Zero Kelvin","tt0113557","http://www.imdb.com/title/tt0113557/","1995","7.4","1415","113"," 27 November 1996
(USA)
","Drama",NA,NA,"1415",NA,"Lars Bill Lundholm","/name/nm0596407","/name/nm0596407/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Eddie","tt0116168","http://www.imdb.com/title/tt0116168/","1996","5.0","6826","100"," 31 May 1996
(USA)
","Comedy","Sport",NA,"6826",NA,"Steve Zacharias","/name/nm0951599","/name/nm0951599/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30000000","USD","178363","USD","31356117","USD","0"
"DragonHeart","tt0116136","http://www.imdb.com/title/tt0116136/","1996","6.4","75368","103"," 31 May 1996
(USA)
","Action","Adventure","Fantasy","75368",NA,"Rob Cohen",NA,NA,"Dennis Quaid","nm0000598","/name/nm0000598/","Sean Connery","nm0000125","/name/nm0000125/","Dina Meyer","nm0000539","/name/nm0000539/","
    Opening Weekend:         $1,238,000        

      (USA)
      (26 July 1996)
    ",NA,"
    Gross:        ITL 3,022,834,000        

      (Italy)
      (28 February 1997)
    ",NA,"
    See more »
  ","NA","1"
"The Arrival","tt0115571","http://www.imdb.com/title/tt0115571/","1996","6.3","24231","115"," 31 May 1996
(USA)
","Action","Sci-Fi","Thriller","24231",NA,"David Twohy",NA,NA,"Charlie Sheen","nm0000221","/name/nm0000221/","Lindsay Crouse","nm0001080","/name/nm0001080/","Richard Schiff","nm0771493","/name/nm0771493/","
    Opening Weekend:         $184,261        

      (USA)
      (26 July 1996)
    ",NA,"
    Gross:        JPY 20,609,500        

      (Japan)
      (15 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"Interview Day","tt0116230","http://www.imdb.com/title/tt0116230/",NA,"7.9","159","85"," 28 May 1996
(USA)
","Comedy","Drama",NA,"159",NA,"Jack Rosenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Greenpoint Films,        
British Broadcasting Corporation (BBC),        
WGBH      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Spy Hard","tt0117723","http://www.imdb.com/title/tt0117723/","1996","5.2","27925","81"," 24 May 1996
(USA)
","Comedy","Action",NA,"27925","36","Jason Friedberg","/name/nm0294997","/name/nm0294997/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $98,176        

      (USA)
      (19 July 1996)
    ",NA,"
    Gross:        $26,906,039        

      (USA)
      (23 August 1996)
    ",NA,"
    See more »
  ","NA","0"
